id,run_length,sexy,price,start_time,end_time,workerid,censored,other
1208,1,False,0.15,2013-04-20 02:07:01,2013-04-20 02:11:41,A2QN0EGBRGJU1M,False,None
1209,0,False,0.3,2013-04-20 01:58:37,2013-04-20 01:58:37,A3DZL24017X469,False,None
1211,0,True,0.3,2013-04-20 02:28:48,2013-04-20 02:28:48,AW0K78T4I2T72,False,None
1212,0,False,0.3,2013-04-20 01:45:04,2013-04-20 01:45:04,A25WL7E75KK134,False,None
1213,0,True,0.15,2013-04-20 00:54:40,2013-04-20 00:54:40,A2G061ZJVQXGE,False,None
1214,0,True,0.15,2013-04-20 00:37:35,2013-04-20 00:37:35,A2KZ1NOHO4QFOQ,False,None
1215,0,False,0.15,2013-04-20 01:52:56,2013-04-20 01:52:56,A15NH461BKAYCX,False,None
1216,0,True,0.15,2013-04-20 02:29:53,2013-04-20 02:29:53,A10GZ0SWBZIRBK,False,None
1218,0,True,0.15,2013-04-20 00:41:20,2013-04-20 00:41:20,A2ZNNL3F3HR50A,False,None
1219,0,True,0.15,2013-04-20 02:29:31,2013-04-20 02:29:31,A3K56XR67YVTAS,False,None
1220,0,False,0.15,2013-04-20 02:08:40,2013-04-20 02:08:40,A1BTXYLKD7EF5P,False,None
1221,0,True,0.15,2013-04-20 02:31:40,2013-04-20 02:31:40,ABFYF3T3QLEOC,False,None
1222,0,False,0.15,2013-04-20 01:26:34,2013-04-20 01:26:34,ADCMPHUT2W8QM,False,None
1223,0,True,0.15,2013-04-20 00:34:34,2013-04-20 00:34:34,A1PRIRNHP40D03,False,None
1224,0,True,0.3,2013-04-20 01:22:54,2013-04-20 01:22:54,A2VZB11NR1QC0S,False,None
1226,0,True,0.15,2013-04-20 02:29:38,2013-04-20 02:29:38,A1TOL4LMFCQACM,False,None
1227,5,False,0.15,2013-04-20 00:48:20,2013-04-20 01:37:07,AY2NUL09KBPME,False,None
1228,0,True,0.3,2013-04-20 00:55:05,2013-04-20 00:55:05,A3SXY4KEEF6WAC,False,None
1229,0,False,0.3,2013-04-20 02:32:40,2013-04-20 02:32:40,A38USYKE9P7Z9O,False,None
1230,0,True,0.15,2013-04-20 00:30:51,2013-04-20 00:30:51,A1SU8C0D1IJYTN,False,None
1231,0,False,0.15,2013-04-20 02:15:59,2013-04-20 02:15:59,AMDSOUCKD7PYK,False,None
1232,0,True,0.15,2013-04-20 00:53:14,2013-04-20 00:53:14,A1Y25W1Y7KDE5,False,None
1234,0,True,0.15,2013-04-20 01:58:53,2013-04-20 01:58:53,A3FWFXTCHEX9UM,False,None
1235,0,False,0.15,2013-04-20 00:31:17,2013-04-20 00:31:17,A2XFGTPDO4KQ2B,False,None
1237,0,True,0.3,2013-04-20 02:00:33,2013-04-20 02:00:33,A1QRRGJSVGSXRC,False,None
1238,0,True,0.3,2013-04-20 01:32:44,2013-04-20 01:32:44,A3GMFXM51U4KCN,False,None
1239,0,True,0.15,2013-04-20 01:18:28,2013-04-20 01:18:28,A323WW03VM8089,False,None
1240,0,False,0.3,2013-04-20 01:10:07,2013-04-20 01:10:07,A24SVN911X90VB,False,None
1241,1,False,0.15,2013-04-20 01:10:25,2013-04-20 01:15:27,A2D8LCIPXR0JOR,False,None
1244,0,True,0.3,2013-04-20 01:38:56,2013-04-20 01:38:56,AQK138OPRS1UI,False,None
1245,0,False,0.15,2013-04-20 01:38:33,2013-04-20 01:38:33,A8VHQZKB5P0YJ,False,None
1246,0,False,0.3,2013-04-20 01:17:33,2013-04-20 01:17:33,A1TTBG94SNYQA0,False,None
1247,3,True,0.3,2013-04-20 00:41:05,2013-04-20 00:58:31,AVCUVD3L39VRS,False,None
1248,0,False,0.15,2013-04-20 00:42:18,2013-04-20 00:42:18,A1UZ5ZUXF9AISO,False,None
1249,0,False,0.3,2013-04-20 02:07:30,2013-04-20 02:07:30,A3RYH6OUH7BJ4Z,False,None
1250,0,False,0.3,2013-04-20 00:50:34,2013-04-20 00:50:34,A1MNAEC0OV629N,False,None
1251,0,False,0.15,2013-04-20 02:26:48,2013-04-20 02:26:48,A1N6A76C0FA2VC,False,None
1252,0,True,0.15,2013-04-20 01:06:35,2013-04-20 01:06:35,A2CQNGJAAPKQPI,False,None
1253,0,False,0.3,2013-04-20 01:41:45,2013-04-20 01:41:45,A1O4AAQX2KCD3N,False,None
1254,1,True,0.15,2013-04-20 02:01:11,2013-04-20 02:05:52,A248D5XVN1YGCZ,False,None
1255,0,False,0.15,2013-04-20 01:24:20,2013-04-20 01:24:20,A1835XBNR2UB4X,False,None
1256,0,True,0.3,2013-04-20 01:04:39,2013-04-20 01:04:39,A3LR46VY9QL148,False,None
1257,1,True,0.3,2013-04-20 00:44:23,2013-04-20 00:58:53,A1GWOB4UP1UMPU,False,None
1259,0,True,0.15,2013-04-20 01:41:28,2013-04-20 01:41:28,A18SO7XEA5K3NR,False,None
1260,0,True,0.3,2013-04-20 01:39:35,2013-04-20 01:39:35,A9KSSJXDB6GPE,False,None
1261,1,False,0.15,2013-04-20 01:23:36,2013-04-20 01:27:04,A22R7DT2XQIKXV,False,None
1262,0,False,0.3,2013-04-20 02:28:34,2013-04-20 02:28:34,A28L1K6D8QUCML,False,None
1263,0,False,0.3,2013-04-20 01:36:27,2013-04-20 01:36:27,A2WZVJ118NJJM5,False,None
1264,0,True,0.15,2013-04-20 02:26:29,2013-04-20 02:26:29,A3MOK3EOXE5ZHW,False,None
1265,0,True,0.3,2013-04-20 01:05:41,2013-04-20 01:05:41,A1TZT6IH99DO6Q,False,None
1266,2,True,0.15,2013-04-20 00:36:13,2013-04-20 01:29:43,AFJ9I4LSV49SB,False,None
1268,0,False,0.15,2013-04-20 02:18:21,2013-04-20 02:18:21,A36T3YIMUDR3WJ,False,None
1269,1,False,0.3,2013-04-20 01:55:07,2013-04-20 02:03:27,A3F4XU9JPE277V,False,None
1271,0,True,0.15,2013-04-20 01:44:07,2013-04-20 01:44:07,A2FESUQF7EVFPV,False,None
1272,0,True,0.15,2013-04-20 01:34:00,2013-04-20 01:34:00,A36CXUDE4541BN,False,None
1273,0,True,0.3,2013-04-20 00:34:37,2013-04-20 00:34:37,A1TSPXCPRHR73P,False,None
1274,0,True,0.3,2013-04-20 01:29:12,2013-04-20 01:29:12,A1GGOZPHYU0OC0,False,None
1276,0,True,0.15,2013-04-20 01:58:51,2013-04-20 01:58:51,A1U3PULHJJGGCC,False,None
1277,0,False,0.15,2013-04-20 02:12:48,2013-04-20 02:12:48,A5X9SQ7YZ7Q2X,False,None
